交易所名称,合约名称,合约代码,现价,涨停板,跌停板,保证金-买开,保证金-卖开,保证金-每手,手续费标准-开仓-万分之,手续费标准-开仓-元,手续费标准-平昨-万分之,手续费标准-平昨-元,手续费标准-平今-万分之,手续费标准-平今-元,每跳毛利,手续费,每跳净利,备注,手续费更新时间,价格更新时间
上海期货交易所,橡胶2611,ru2611,16740.0,18245.0,15230.0,11.0,11.0,18414.0,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2701,ru2701,17475.0,19045.0,15900.0,11.0,11.0,19222.5,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2603,sp2603,5222.0,5586.0,4856.0,20.0,20.0,10444.0,5e-05,0.5/万分之 (2.6元),5e-05,0.5/万分之 (2.6元),0.0,0/万分之 (0元),20,2.6,17.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2604,sp2604,5236.0,5602.0,4868.0,10.0,10.0,5236.0,5e-05,0.5/万分之 (2.6元),5e-05,0.5/万分之 (2.6元),0.0,0/万分之 (0元),20,2.6,17.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2605,sp2605,5278.0,5646.0,4908.0,9.0,9.0,4750.2,5e-05,0.5/万分之 (2.6元),5e-05,0.5/万分之 (2.6元),0.0,0/万分之 (0元),20,2.6,17.4,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2606,sp2606,5294.0,5664.0,4922.0,9.0,9.0,4764.6,5e-05,0.5/万分之 (2.6元),5e-05,0.5/万分之 (2.6元),0.0,0/万分之 (0元),20,2.6,17.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2607,sp2607,5312.0,5682.0,4940.0,9.0,9.0,4780.8,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2608,sp2608,5328.0,5700.0,4954.0,9.0,9.0,4795.2,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2609,sp2609,5346.0,5720.0,4970.0,9.0,9.0,4811.4,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2610,sp2610,5344.0,5718.0,4968.0,9.0,9.0,4809.6,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2611,sp2611,5350.0,5724.0,4974.0,9.0,9.0,4815.0,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2612,sp2612,5374.0,5750.0,4996.0,9.0,9.0,4836.6,5e-05,0.5/万分之 (2.7元),5e-05,0.5/万分之 (2.7元),0.0,0/万分之 (0元),20,2.7,17.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2701,sp2701,5530.0,5916.0,5142.0,9.0,9.0,4977.0,5e-05,0.5/万分之 (2.8元),5e-05,0.5/万分之 (2.8元),0.0,0/万分之 (0元),20,2.8,17.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,纸浆2702,sp2702,5542.0,5928.0,5154.0,9.0,9.0,4987.8,5e-05,0.5/万分之 (2.8元),5e-05,0.5/万分之 (2.8元),0.0,0/万分之 (0元),20,2.8,17.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2603,op2603,4180.0,4472.0,3886.0,20.0,20.0,33440.0,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2605,op2605,4186.0,4478.0,3892.0,9.0,9.0,15069.6,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2606,op2606,4180.0,4472.0,3886.0,9.0,9.0,15048.0,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2604,op2604,4198.0,4490.0,3904.0,10.0,10.0,16792.0,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2607,op2607,4140.0,4428.0,3850.0,9.0,9.0,14904.0,5e-05,0.5/万分之 (8.3元),5e-05,0.5/万分之 (8.3元),0.0,0/万分之 (0元),80,8.3,71.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2608,op2608,4188.0,4480.0,3894.0,9.0,9.0,15076.8,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2609,op2609,4170.0,4460.0,3878.0,9.0,9.0,15012.0,5e-05,0.5/万分之 (8.3元),5e-05,0.5/万分之 (8.3元),0.0,0/万分之 (0元),80,8.3,71.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2610,op2610,4208.0,4502.0,3912.0,9.0,9.0,15148.8,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2611,op2611,4222.0,4516.0,3926.0,9.0,9.0,15199.2,5e-05,0.5/万分之 (8.4元),5e-05,0.5/万分之 (8.4元),0.0,0/万分之 (0元),80,8.4,71.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2612,op2612,4238.0,4534.0,3940.0,9.0,9.0,15256.8,5e-05,0.5/万分之 (8.5元),5e-05,0.5/万分之 (8.5元),0.0,0/万分之 (0元),80,8.5,71.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,胶版纸2701,op2701,4240.0,4536.0,3942.0,9.0,9.0,15264.0,5e-05,0.5/万分之 (8.5元),5e-05,0.5/万分之 (8.5元),0.0,0/万分之 (0元),80,8.5,71.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2605,y2605,8712.0,9496.0,7928.0,11.0,11.0,9583.2,,2.5,,2.5,,2.5,20,5.0,15.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2607,y2607,8650.0,9168.0,8132.0,7.0,7.0,6055.0,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2608,y2608,8664.0,9182.0,8146.0,7.0,7.0,6064.8,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2609,y2609,8620.0,9136.0,8104.0,7.0,7.0,6034.0,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2611,y2611,8606.0,9122.0,8090.0,7.0,7.0,6024.2,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2612,y2612,8632.0,9148.0,8116.0,7.0,7.0,6042.4,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2701,y2701,8614.0,9130.0,8098.0,7.0,7.0,6029.8,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆油2703,y2703,8536.0,9048.0,8024.0,7.0,7.0,5975.2,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2604,p2604,9836.0,10818.0,8854.0,12.0,12.0,11803.2,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2605,p2605,9924.0,10916.0,8932.0,12.0,12.0,11908.8,,2.5,,2.5,,2.5,20,5.0,15.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2606,p2606,9902.0,10892.0,8912.0,12.0,12.0,11882.4,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2607,p2607,9856.0,10544.0,9168.0,8.0,8.0,7884.8,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2608,p2608,9832.0,10520.0,9144.0,8.0,8.0,7865.6,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2609,p2609,9776.0,10460.0,9092.0,8.0,8.0,7820.8,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2610,p2610,9742.0,10422.0,9062.0,8.0,8.0,7793.6,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2611,p2611,9708.0,10386.0,9030.0,8.0,8.0,7766.4,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2612,p2612,9646.0,10320.0,8972.0,8.0,8.0,7716.8,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2701,p2701,9592.0,10262.0,8922.0,8.0,8.0,7673.6,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,棕榈油2702,p2702,9612.0,10284.0,8940.0,8.0,8.0,7689.6,,2.5,,2.5,,2.5,20,5.0,15.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆一2605,a2605,4934.0,5230.0,4638.0,7.0,7.0,3453.8,,2,,2,,2,10,4.0,6.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆一2607,a2607,4920.0,5215.0,4625.0,7.0,7.0,3444.0,,2,,2,,2,10,4.0,6.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆一2609,a2609,4902.0,5196.0,4608.0,7.0,7.0,3431.4,,2,,2,,2,10,4.0,6.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆一2611,a2611,4873.0,5165.0,4581.0,7.0,7.0,3411.1,,2,,2,,2,10,4.0,6.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆一2701,a2701,4865.0,5156.0,4574.0,7.0,7.0,3405.5,,2,,2,,2,10,4.0,6.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2604,b2604,3973.0,4211.0,3735.0,7.0,7.0,2781.1,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2605,b2605,3885.0,4118.0,3652.0,7.0,7.0,2719.5,,1,,1,,1,10,2.0,8.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2606,b2606,3759.0,3984.0,3534.0,7.0,7.0,2631.3,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2607,b2607,3729.0,3952.0,3506.0,7.0,7.0,2610.3,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2608,b2608,3794.0,4021.0,3567.0,7.0,7.0,2655.8,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2609,b2609,3820.0,4049.0,3591.0,7.0,7.0,2674.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2610,b2610,3839.0,4069.0,3609.0,7.0,7.0,2687.3,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2611,b2611,3840.0,4070.0,3610.0,7.0,7.0,2688.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2612,b2612,3861.0,4092.0,3630.0,7.0,7.0,2702.7,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2701,b2701,3848.0,4078.0,3618.0,7.0,7.0,2693.6,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆二2702,b2702,3846.0,4076.0,3616.0,7.0,7.0,2692.2,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2605,m2605,3083.0,3267.0,2899.0,7.0,7.0,2158.1,,1.5,,1.5,,1.5,10,3.0,7.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2607,m2607,2906.0,3080.0,2732.0,7.0,7.0,2034.2,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2608,m2608,3027.0,3208.0,2846.0,7.0,7.0,2118.9,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2609,m2609,3033.0,3214.0,2852.0,7.0,7.0,2123.1,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2611,m2611,3050.0,3233.0,2867.0,7.0,7.0,2135.0,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2612,m2612,3088.0,3273.0,2903.0,7.0,7.0,2161.6,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2701,m2701,3056.0,3239.0,2873.0,7.0,7.0,2139.2,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,豆粕2703,m2703,2979.0,3157.0,2801.0,7.0,7.0,2085.3,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2605,c2605,2381.0,2523.0,2239.0,7.0,7.0,1666.7,,1.2,,1.2,,1.2,10,2.4,7.6,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2607,c2607,2393.0,2536.0,2250.0,7.0,7.0,1675.1,,1.2,,1.2,,1.2,10,2.4,7.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2609,c2609,2402.0,2546.0,2258.0,7.0,7.0,1681.4,,1.2,,1.2,,1.2,10,2.4,7.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2611,c2611,2361.0,2502.0,2220.0,7.0,7.0,1652.7,,1.2,,1.2,,1.2,10,2.4,7.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2701,c2701,2362.0,2503.0,2221.0,7.0,7.0,1653.4,,1.2,,1.2,,1.2,10,2.4,7.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米2703,c2703,2367.0,2509.0,2225.0,7.0,7.0,1656.9,,1.2,,1.2,,1.2,10,2.4,7.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米淀粉2605,cs2605,2730.0,2866.0,2594.0,6.0,6.0,1638.0,,1.5,,1.5,,1.5,10,3.0,7.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米淀粉2607,cs2607,2728.0,2864.0,2592.0,6.0,6.0,1636.8,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米淀粉2609,cs2609,2739.0,2875.0,2603.0,6.0,6.0,1643.4,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米淀粉2611,cs2611,2692.0,2826.0,2558.0,6.0,6.0,1615.2,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,玉米淀粉2701,cs2701,2707.0,2842.0,2572.0,6.0,6.0,1624.2,,1.5,,1.5,,1.5,10,3.0,7.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2604,rr2604,3636.0,3817.0,3455.0,6.0,6.0,2181.6,,1,,1,,1,10,2.0,8.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2605,rr2605,3575.0,3753.0,3397.0,6.0,6.0,2145.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2606,rr2606,3576.0,3754.0,3398.0,6.0,6.0,2145.6,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2607,rr2607,3575.0,3753.0,3397.0,6.0,6.0,2145.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2608,rr2608,3580.0,3759.0,3401.0,6.0,6.0,2148.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2609,rr2609,3579.0,3757.0,3401.0,6.0,6.0,2147.4,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2610,rr2610,3600.0,3780.0,3420.0,6.0,6.0,2160.0,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2611,rr2611,3609.0,3789.0,3429.0,6.0,6.0,2165.4,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2612,rr2612,3611.0,3791.0,3431.0,6.0,6.0,2166.6,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2701,rr2701,3606.0,3786.0,3426.0,6.0,6.0,2163.6,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,粳米2702,rr2702,3606.0,3786.0,3426.0,6.0,6.0,2163.6,,1,,1,,1,10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2603,lh2603,10180.0,10790.0,9570.0,20.0,20.0,32576.0,0.0002,2/万分之 (32.6元),0.0001,1/万分之 (16.3元),0.0002,2/万分之 (32.6元),80,65.2,14.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2605,lh2605,10925.0,11580.0,10270.0,8.0,8.0,13984.0,0.0002,2/万分之 (35元),0.0001,1/万分之 (17.5元),0.0002,2/万分之 (35元),80,69.9,10.1,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2607,lh2607,12215.0,12945.0,11485.0,8.0,8.0,15635.2,0.0002,2/万分之 (39.1元),0.0001,1/万分之 (19.5元),0.0002,2/万分之 (39.1元),80,78.2,1.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2609,lh2609,13085.0,13870.0,12300.0,8.0,8.0,16748.8,0.0002,2/万分之 (41.9元),0.0001,1/万分之 (20.9元),0.0002,2/万分之 (41.9元),80,83.7,-3.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2611,lh2611,13345.0,14145.0,12545.0,8.0,8.0,17081.6,0.0002,2/万分之 (42.7元),0.0001,1/万分之 (21.4元),0.0002,2/万分之 (42.7元),80,85.4,-5.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,生猪2701,lh2701,13835.0,14665.0,13005.0,8.0,8.0,17708.8,0.0002,2/万分之 (44.3元),0.0001,1/万分之 (22.1元),0.0002,2/万分之 (44.3元),80,88.5,-8.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2603,jd2603,3114.0,3300.0,2928.0,20.0,20.0,6228.0,0.00015,1.5/万分之 (4.7元),0.00015,1.5/万分之 (4.7元),0.00015,1.5/万分之 (4.7元),10,9.3,0.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2604,jd2604,3269.0,3465.0,3073.0,7.0,7.0,2288.3,0.00015,1.5/万分之 (4.9元),0.00015,1.5/万分之 (4.9元),0.00015,1.5/万分之 (4.9元),10,9.8,0.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2605,jd2605,3419.0,3624.0,3214.0,7.0,7.0,2393.3,0.00015,1.5/万分之 (5.1元),0.00015,1.5/万分之 (5.1元),0.00015,1.5/万分之 (5.1元),10,10.3,-0.3,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2606,jd2606,3233.0,3426.0,3040.0,7.0,7.0,2263.1,0.00015,1.5/万分之 (4.8元),0.00015,1.5/万分之 (4.8元),0.00015,1.5/万分之 (4.8元),10,9.7,0.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2607,jd2607,3485.0,3694.0,3276.0,7.0,7.0,2439.5,0.00015,1.5/万分之 (5.2元),0.00015,1.5/万分之 (5.2元),0.00015,1.5/万分之 (5.2元),10,10.5,-0.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2608,jd2608,4134.0,4382.0,3886.0,7.0,7.0,2893.8,0.00015,1.5/万分之 (6.2元),0.00015,1.5/万分之 (6.2元),0.00015,1.5/万分之 (6.2元),10,12.4,-2.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2609,jd2609,3847.0,4077.0,3617.0,7.0,7.0,2692.9,0.00015,1.5/万分之 (5.8元),0.00015,1.5/万分之 (5.8元),0.00015,1.5/万分之 (5.8元),10,11.5,-1.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2610,jd2610,3650.0,3869.0,3431.0,7.0,7.0,2555.0,0.00015,1.5/万分之 (5.5元),0.00015,1.5/万分之 (5.5元),0.00015,1.5/万分之 (5.5元),10,11.0,-1.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2611,jd2611,3721.0,3944.0,3498.0,7.0,7.0,2604.7,0.00015,1.5/万分之 (5.6元),0.00015,1.5/万分之 (5.6元),0.00015,1.5/万分之 (5.6元),10,11.2,-1.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2612,jd2612,3837.0,4067.0,3607.0,7.0,7.0,2685.9,0.00015,1.5/万分之 (5.8元),0.00015,1.5/万分之 (5.8元),0.00015,1.5/万分之 (5.8元),10,11.5,-1.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2701,jd2701,3688.0,3909.0,3467.0,7.0,7.0,2581.6,0.00015,1.5/万分之 (5.5元),0.00015,1.5/万分之 (5.5元),0.00015,1.5/万分之 (5.5元),10,11.1,-1.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,鸡蛋2702,jd2702,3359.0,3560.0,3158.0,7.0,7.0,2351.3,0.00015,1.5/万分之 (5元),0.00015,1.5/万分之 (5元),0.00015,1.5/万分之 (5元),10,10.1,-0.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2604,i2604,811.5,884.5,738.5,11.0,11.0,8926.5,0.0001,1/万分之 (8.1元),0.0001,1/万分之 (8.1元),0.0001,1/万分之 (8.1元),50,16.2,33.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2605,i2605,802.0,874.0,730.0,11.0,11.0,8822.0,0.0001,1/万分之 (8元),0.0001,1/万分之 (8元),0.0001,1/万分之 (8元),50,16.0,34.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2606,i2606,792.5,863.5,721.5,11.0,11.0,8717.5,0.0001,1/万分之 (7.9元),0.0001,1/万分之 (7.9元),0.0001,1/万分之 (7.9元),50,15.9,34.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2607,i2607,784.0,854.5,713.5,11.0,11.0,8624.0,0.0001,1/万分之 (7.8元),0.0001,1/万分之 (7.8元),0.0001,1/万分之 (7.8元),50,15.7,34.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2608,i2608,780.5,850.5,710.5,11.0,11.0,8585.5,0.0001,1/万分之 (7.8元),0.0001,1/万分之 (7.8元),0.0001,1/万分之 (7.8元),50,15.6,34.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2609,i2609,772.5,842.0,703.0,11.0,11.0,8497.5,0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),50,15.5,34.5,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2610,i2610,770.0,839.0,701.0,11.0,11.0,8470.0,0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),50,15.4,34.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
大连商品交易所,铁矿石2611,i2611,766.0,834.5,697.5,11.0,11.0,8426.0,0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),0.0001,1/万分之 (7.7元),50,15.3,34.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
